% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
1.782	1	1	179	3	1	28	2196	0	0
1.783	1	1	179	4	1	28	2196	0	0
1.784	1	1	179	5	1	28	2196	0	0
1.785	1	1	179	6	1	28	2196	0	0
1.786	1	1	179	7	1	28	2196	0	0
1.787	1	1	179	8	1	28	2196	0	0
1.788	1	1	179	9	1	28	2196	0	0
1.789	1	1	179	10	1	28	2196	0	0
1.79	1	1	180	1	1	28	2196	0	0
1.791	1	1	180	2	1	28	2196	0	0
1.792	1	1	180	3	1	28	2196	0	0
1.793	1	1	180	4	1	28	2196	0	0
1.794	1	1	180	5	1	28	2196	0	0
1.795	1	1	180	6	1	28	2196	0	0
1.796	1	1	180	7	1	28	2196	0	0
1.797	1	1	180	8	1	28	2196	0	0
1.798	1	1	180	9	1	28	2196	0	0
1.799	1	1	180	10	1	28	2196	0	0
1.8	1	1	181	1	1	28	2196	0	0
1.801	1	1	181	2	1	28	2196	0	0
1.802	1	1	181	3	1	28	2196	0	0
1.803	1	1	181	4	1	28	2196	0	0
1.804	1	1	181	5	1	28	2196	0	0
1.805	1	1	181	6	1	28	2196	0	0
1.806	1	1	181	7	1	28	2196	0	0
1.807	1	1	181	8	1	28	2196	0	0
1.808	1	1	181	9	1	28	2196	0	0
1.809	1	1	181	10	1	28	2196	0	0
1.81	1	1	182	1	1	28	2196	0	0
1.811	1	1	182	2	1	28	2196	0	0
1.812	1	1	182	3	1	28	2196	0	0
1.813	1	1	182	4	1	28	2196	0	0
1.814	1	1	182	5	1	28	2196	0	0
1.815	1	1	182	6	1	28	2196	0	0
1.816	1	1	182	7	1	28	2196	0	0
1.817	1	1	182	8	1	28	2196	0	0
1.818	1	1	182	9	1	28	2196	0	0
1.819	1	1	182	10	1	28	2196	0	0
1.82	1	1	183	1	1	28	2196	0	0
1.821	1	1	183	2	1	28	2196	0	0
1.822	1	1	183	3	1	28	2196	0	0
1.823	1	1	183	4	1	28	2196	0	0
1.824	1	1	183	5	1	28	2196	0	0
1.825	1	1	183	6	1	28	2196	0	0
1.826	1	1	183	7	1	28	2196	0	0
1.827	1	1	183	8	1	28	2196	0	0
1.828	1	1	183	9	1	28	2196	0	0
1.829	1	1	183	10	1	28	2196	0	0
1.83	1	1	184	1	1	28	2196	0	0
1.831	1	1	184	2	1	28	2196	0	0
1.832	1	1	184	3	1	28	2196	0	0
1.833	1	1	184	4	1	28	2196	0	0
1.834	1	1	184	5	1	28	2196	0	0
1.835	1	1	184	6	1	28	2196	0	0
1.836	1	1	184	7	1	28	2196	0	0
1.837	1	1	184	8	1	28	2196	0	0
1.838	1	1	184	9	1	28	2196	0	0
1.839	1	1	184	10	1	28	2196	0	0
1.84	1	1	185	1	1	28	2196	0	0
1.841	1	1	185	2	1	28	2196	0	0
1.842	1	1	185	3	1	28	2196	0	0
1.843	1	1	185	4	1	28	2196	0	0
1.844	1	1	185	5	1	28	2196	0	0
1.845	1	1	185	6	1	28	2196	0	0
1.846	1	1	185	7	1	28	2196	0	0
1.847	1	1	185	8	1	28	2196	0	0
1.848	1	1	185	9	1	28	2196	0	0
1.849	1	1	185	10	1	28	2196	0	0
1.85	1	1	186	1	1	28	2196	0	0
1.851	1	1	186	2	1	28	2196	0	0
1.852	1	1	186	3	1	28	2196	0	0
1.853	1	1	186	4	1	28	2196	0	0
1.854	1	1	186	5	1	28	2196	0	0
1.855	1	1	186	6	1	28	2196	0	0
1.856	1	1	186	7	1	28	2196	0	0
1.857	1	1	186	8	1	28	2196	0	0
1.858	1	1	186	9	1	28	2196	0	0
1.859	1	1	186	10	1	28	2196	0	0
1.86	1	1	187	1	1	28	2196	0	0
1.861	1	1	187	2	1	28	2196	0	0
1.862	1	1	187	3	1	28	2196	0	0
1.863	1	1	187	4	1	28	2196	0	0
1.864	1	1	187	5	1	28	2196	0	0
1.865	1	1	187	6	1	28	2196	0	0
1.866	1	1	187	7	1	28	2196	0	0
1.867	1	1	187	8	1	28	2196	0	0
1.868	1	1	187	9	1	28	2196	0	0
1.869	1	1	187	10	1	28	2196	0	0
1.87	1	1	188	1	1	28	2196	0	0
1.871	1	1	188	2	1	28	2196	0	0
1.872	1	1	188	3	1	28	2196	0	0
1.873	1	1	188	4	1	28	2196	0	0
1.874	1	1	188	5	1	28	2196	0	0
1.875	1	1	188	6	1	28	2196	0	0
1.876	1	1	188	7	1	28	2196	0	0
1.877	1	1	188	8	1	28	2196	0	0
1.878	1	1	188	9	1	28	2196	0	0
1.879	1	1	188	10	1	28	2196	0	0
1.88	1	1	189	1	1	28	2196	0	0
1.881	1	1	189	2	1	28	2196	0	0
1.882	1	1	189	3	1	28	2196	0	0
1.883	1	1	189	4	1	28	2196	0	0
1.884	1	1	189	5	1	28	2196	0	0
1.885	1	1	189	6	1	28	2196	0	0
1.886	1	1	189	7	1	28	2196	0	0
1.887	1	1	189	8	1	28	2196	0	0
1.888	1	1	189	9	1	28	2196	0	0
1.889	1	1	189	10	1	28	2196	0	0
1.89	1	1	190	1	1	28	2196	0	0
1.891	1	1	190	2	1	28	2196	0	0
1.892	1	1	190	3	1	28	2196	0	0
1.893	1	1	190	4	1	28	2196	0	0
1.894	1	1	190	5	1	28	2196	0	0
1.895	1	1	190	6	1	28	2196	0	0
1.896	1	1	190	7	1	28	2196	0	0
1.897	1	1	190	8	1	28	2196	0	0
1.898	1	1	190	9	1	28	2196	0	0
1.899	1	1	190	10	1	28	2196	0	0
1.9	1	1	191	1	1	28	2196	0	0
1.901	1	1	191	2	1	28	2196	0	0
1.902	1	1	191	3	1	28	2196	0	0
1.903	1	1	191	4	1	28	2196	0	0
1.904	1	1	191	5	1	28	2196	0	0
1.905	1	1	191	6	1	28	2196	0	0
1.906	1	1	191	7	1	28	2196	0	0
1.907	1	1	191	8	1	28	2196	0	0
1.908	1	1	191	9	1	28	2196	0	0
1.909	1	1	191	10	1	28	2196	0	0
1.91	1	1	192	1	1	28	2196	0	0
1.911	1	1	192	2	1	28	2196	0	0
1.912	1	1	192	3	1	28	2196	0	0
1.913	1	1	192	4	1	28	2196	0	0
1.914	1	1	192	5	1	28	2196	0	0
1.915	1	1	192	6	1	28	2196	0	0
1.916	1	1	192	7	1	28	2196	0	0
1.917	1	1	192	8	1	28	2196	0	0
1.918	1	1	192	9	1	28	2196	0	0
1.919	1	1	192	10	1	28	2196	0	0
1.92	1	1	193	1	1	28	2196	0	0
1.921	1	1	193	2	1	28	2196	0	0
1.922	1	1	193	3	1	28	2196	0	0
1.923	1	1	193	4	1	28	2196	0	0
1.924	1	1	193	5	1	28	2196	0	0
1.925	1	1	193	6	1	28	2196	0	0
1.926	1	1	193	7	1	28	2196	0	0
1.927	1	1	193	8	1	28	2196	0	0
1.928	1	1	193	9	1	28	2196	0	0
1.929	1	1	193	10	1	28	2196	0	0
1.93	1	1	194	1	1	28	2196	0	0
1.931	1	1	194	2	1	28	2196	0	0
1.932	1	1	194	3	1	28	2196	0	0
1.933	1	1	194	4	1	28	2196	0	0
1.934	1	1	194	5	1	28	2196	0	0
1.935	1	1	194	6	1	28	2196	0	0
1.936	1	1	194	7	1	28	2196	0	0
1.937	1	1	194	8	1	28	2196	0	0
1.938	1	1	194	9	1	28	2196	0	0
1.939	1	1	194	10	1	28	2196	0	0
1.94	1	1	195	1	1	28	2196	0	0
1.941	1	1	195	2	1	28	2196	0	0
1.942	1	1	195	3	1	28	2196	0	0
1.943	1	1	195	4	1	28	2196	0	0
1.944	1	1	195	5	1	28	2196	0	0
1.945	1	1	195	6	1	28	2196	0	0
1.946	1	1	195	7	1	28	2196	0	0
1.947	1	1	195	8	1	28	2196	0	0
1.948	1	1	195	9	1	28	2196	0	0
1.949	1	1	195	10	1	28	2196	0	0
1.95	1	1	196	1	1	28	2196	0	0
1.951	1	1	196	2	1	28	2196	0	0
1.952	1	1	196	3	1	28	2196	0	0
1.953	1	1	196	4	1	28	2196	0	0
1.954	1	1	196	5	1	28	2196	0	0
1.955	1	1	196	6	1	28	2196	0	0
1.956	1	1	196	7	1	28	2196	0	0
1.957	1	1	196	8	1	28	2196	0	0
1.958	1	1	196	9	1	28	2196	0	0
1.959	1	1	196	10	1	28	2196	0	0
1.96	1	1	197	1	1	28	2196	0	0
1.961	1	1	197	2	1	28	2196	0	0
1.962	1	1	197	3	1	28	2196	0	0
1.963	1	1	197	4	1	28	2196	0	0
1.964	1	1	197	5	1	28	2196	0	0
1.965	1	1	197	6	1	28	2196	0	0
1.966	1	1	197	7	1	28	2196	0	0
1.967	1	1	197	8	1	28	2196	0	0
1.968	1	1	197	9	1	28	2196	0	0
1.969	1	1	197	10	1	28	2196	0	0
1.97	1	1	198	1	1	28	2196	0	0
1.971	1	1	198	2	1	28	2196	0	0
1.972	1	1	198	3	1	28	2196	0	0
1.973	1	1	198	4	1	28	2196	0	0
1.974	1	1	198	5	1	28	2196	0	0
1.975	1	1	198	6	1	28	2196	0	0
1.976	1	1	198	7	1	28	2196	0	0
1.977	1	1	198	8	1	28	2196	0	0
1.978	1	1	198	9	1	28	2196	0	0
1.979	1	1	198	10	1	28	2196	0	0
1.98	1	1	199	1	1	28	2196	0	0
1.981	1	1	199	2	1	28	2196	0	0
1.982	1	1	199	3	1	28	2196	0	0
1.983	1	1	199	4	1	28	2196	0	0
1.984	1	1	199	5	1	28	2196	0	0
1.985	1	1	199	6	1	28	2196	0	0
1.986	1	1	199	7	1	28	2196	0	0
1.987	1	1	199	8	1	28	2196	0	0
1.988	1	1	199	9	1	28	2196	0	0
1.989	1	1	199	10	1	28	2196	0	0
1.99	1	1	200	1	1	28	2196	0	0
1.991	1	1	200	2	1	28	2196	0	0
1.992	1	1	200	3	1	28	2196	0	0
1.993	1	1	200	4	1	28	2196	0	0
1.994	1	1	200	5	1	28	2196	0	0
1.995	1	1	200	6	1	28	2196	0	0
1.996	1	1	200	7	1	28	2196	0	0
1.997	1	1	200	8	1	28	2196	0	0
1.998	1	1	200	9	1	28	2196	0	0
1.999	1	1	200	10	1	28	2196	0	0
2	1	1	201	1	1	28	2196	0	0
2.001	1	1	201	2	1	28	2196	0	0
2.002	1	1	201	3	1	28	2196	0	0
2.003	1	1	201	4	1	28	2196	0	0
2.004	1	1	201	5	1	28	2196	0	0
2.005	1	1	201	6	1	28	2196	0	0
2.006	1	1	201	7	1	28	2196	0	0
2.007	1	1	201	8	1	28	2196	0	0
2.008	1	1	201	9	1	28	2196	0	0
2.009	1	1	201	10	1	28	2196	0	0
2.01	1	1	202	1	1	28	2196	0	0
2.011	1	1	202	2	1	28	2196	0	0
2.012	1	1	202	3	1	28	2196	0	0
2.013	1	1	202	4	1	28	2196	0	0
2.014	1	1	202	5	1	28	2196	0	0
2.015	1	1	202	6	1	28	2196	0	0
2.016	1	1	202	7	1	28	2196	0	0
2.017	1	1	202	8	1	28	2196	0	0
2.018	1	1	202	9	1	28	2196	0	0
2.019	1	1	202	10	1	28	2196	0	0
2.02	1	1	203	1	1	28	2196	0	0
2.021	1	1	203	2	1	28	2196	0	0
2.022	1	1	203	3	1	28	2196	0	0
2.023	1	1	203	4	1	28	2196	0	0
2.024	1	1	203	5	1	28	2196	0	0
2.025	1	1	203	6	1	28	2196	0	0
2.026	1	1	203	7	1	28	2196	0	0
2.027	1	1	203	8	1	28	2196	0	0
2.028	1	1	203	9	1	28	2196	0	0
2.029	1	1	203	10	1	28	2196	0	0
2.03	1	1	204	1	1	28	2196	0	0
2.031	1	1	204	2	1	28	2196	0	0
2.032	1	1	204	3	1	28	2196	0	0
2.033	1	1	204	4	1	28	2196	0	0
2.034	1	1	204	5	1	28	2196	0	0
2.035	1	1	204	6	1	28	2196	0	0
2.036	1	1	204	7	1	28	2196	0	0
2.037	1	1	204	8	1	28	2196	0	0
2.038	1	1	204	9	1	28	2196	0	0
2.039	1	1	204	10	1	28	2196	0	0
2.04	1	1	205	1	1	28	2196	0	0
2.041	1	1	205	2	1	28	2196	0	0
2.042	1	1	205	3	1	28	2196	0	0
2.043	1	1	205	4	1	28	2196	0	0
2.044	1	1	205	5	1	28	2196	0	0
2.045	1	1	205	6	1	28	2196	0	0
2.046	1	1	205	7	1	28	2196	0	0
2.047	1	1	205	8	1	28	2196	0	0
2.048	1	1	205	9	1	28	2196	0	0
2.049	1	1	205	10	1	28	2196	0	0
2.05	1	1	206	1	1	28	2196	0	0
2.051	1	1	206	2	1	28	2196	0	0
2.052	1	1	206	3	1	28	2196	0	0
2.053	1	1	206	4	1	28	2196	0	0
2.054	1	1	206	5	1	28	2196	0	0
2.055	1	1	206	6	1	28	2196	0	0
2.056	1	1	206	7	1	28	2196	0	0
2.057	1	1	206	8	1	28	2196	0	0
2.058	1	1	206	9	1	28	2196	0	0
2.059	1	1	206	10	1	28	2196	0	0
2.06	1	1	207	1	1	28	2196	0	0
2.061	1	1	207	2	1	28	2196	0	0
2.062	1	1	207	3	1	28	2196	0	0
2.063	1	1	207	4	1	28	2196	0	0
2.064	1	1	207	5	1	28	2196	0	0
2.065	1	1	207	6	1	28	2196	0	0
2.066	1	1	207	7	1	28	2196	0	0
2.067	1	1	207	8	1	28	2196	0	0
2.068	1	1	207	9	1	28	2196	0	0
2.069	1	1	207	10	1	28	2196	0	0
2.07	1	1	208	1	1	28	2196	0	0
2.071	1	1	208	2	1	28	2196	0	0
2.072	1	1	208	3	1	28	2196	0	0
2.073	1	1	208	4	1	28	2196	0	0
2.074	1	1	208	5	1	28	2196	0	0
2.075	1	1	208	6	1	28	2196	0	0
2.076	1	1	208	7	1	28	2196	0	0
2.077	1	1	208	8	1	28	2196	0	0
2.078	1	1	208	9	1	28	2196	0	0
2.079	1	1	208	10	1	28	2196	0	0
2.08	1	1	209	1	1	28	2196	0	0
2.081	1	1	209	2	1	28	2196	0	0
2.082	1	1	209	3	1	28	2196	0	0
2.083	1	1	209	4	1	28	2196	0	0
2.084	1	1	209	5	1	28	2196	0	0
2.085	1	1	209	6	1	28	2196	0	0
2.086	1	1	209	7	1	28	2196	0	0
2.087	1	1	209	8	1	28	2196	0	0
2.088	1	1	209	9	1	28	2196	0	0
2.089	1	1	209	10	1	28	2196	0	0
2.09	1	1	210	1	1	28	2196	0	0
2.091	1	1	210	2	1	28	2196	0	0
2.092	1	1	210	3	1	28	2196	0	0
2.093	1	1	210	4	1	28	2196	0	0
2.094	1	1	210	5	1	28	2196	0	0
2.095	1	1	210	6	1	28	2196	0	0
2.096	1	1	210	7	1	28	2196	0	0
2.097	1	1	210	8	1	28	2196	0	0
2.098	1	1	210	9	1	28	2196	0	0
2.099	1	1	210	10	1	28	2196	0	0
2.1	1	1	211	1	1	28	2196	0	0
2.101	1	1	211	2	1	28	2196	0	0
2.102	1	1	211	3	1	28	2196	0	0
2.103	1	1	211	4	1	28	2196	0	0
2.104	1	1	211	5	1	28	2196	0	0
2.105	1	1	211	6	1	28	2196	0	0
2.106	1	1	211	7	1	28	2196	0	0
2.107	1	1	211	8	1	28	2196	0	0
2.108	1	1	211	9	1	28	2196	0	0
2.109	1	1	211	10	1	28	2196	0	0
2.11	1	1	212	1	1	28	2196	0	0
2.111	1	1	212	2	1	28	2196	0	0
2.112	1	1	212	3	1	28	2196	0	0
2.113	1	1	212	4	1	28	2196	0	0
2.114	1	1	212	5	1	28	2196	0	0
2.115	1	1	212	6	1	28	2196	0	0
2.116	1	1	212	7	1	28	2196	0	0
2.117	1	1	212	8	1	28	2196	0	0
2.118	1	1	212	9	1	28	2196	0	0
2.119	1	1	212	10	1	28	2196	0	0
2.12	1	1	213	1	1	28	2196	0	0
2.121	1	1	213	2	1	28	2196	0	0
2.122	1	1	213	3	1	28	2196	0	0
2.123	1	1	213	4	1	28	2196	0	0
2.124	1	1	213	5	1	28	2196	0	0
2.125	1	1	213	6	1	28	2196	0	0
2.126	1	1	213	7	1	28	2196	0	0
2.127	1	1	213	8	1	28	2196	0	0
2.128	1	1	213	9	1	28	2196	0	0
2.129	1	1	213	10	1	28	2196	0	0
2.13	1	1	214	1	1	28	2196	0	0
2.131	1	1	214	2	1	28	2196	0	0
2.132	1	1	214	3	1	28	2196	0	0
2.133	1	1	214	4	1	28	2196	0	0
2.134	1	1	214	5	1	28	2196	0	0
2.135	1	1	214	6	1	28	2196	0	0
2.136	1	1	214	7	1	28	2196	0	0
2.137	1	1	214	8	1	28	2196	0	0
2.138	1	1	214	9	1	28	2196	0	0
2.139	1	1	214	10	1	28	2196	0	0
2.14	1	1	215	1	1	28	2196	0	0
2.141	1	1	215	2	1	28	2196	0	0
2.142	1	1	215	3	1	28	2196	0	0
2.143	1	1	215	4	1	28	2196	0	0
2.144	1	1	215	5	1	28	2196	0	0
2.145	1	1	215	6	1	28	2196	0	0
2.146	1	1	215	7	1	28	2196	0	0
2.147	1	1	215	8	1	28	2196	0	0
2.148	1	1	215	9	1	28	2196	0	0
2.149	1	1	215	10	1	28	2196	0	0
2.15	1	1	216	1	1	28	2196	0	0
2.151	1	1	216	2	1	28	2196	0	0
2.152	1	1	216	3	1	28	2196	0	0
2.153	1	1	216	4	1	28	2196	0	0
2.154	1	1	216	5	1	28	2196	0	0
2.155	1	1	216	6	1	28	2196	0	0
2.156	1	1	216	7	1	28	2196	0	0
2.157	1	1	216	8	1	28	2196	0	0
2.158	1	1	216	9	1	28	2196	0	0
2.159	1	1	216	10	1	28	2196	0	0
2.16	1	1	217	1	1	28	2196	0	0
2.161	1	1	217	2	1	28	2196	0	0
2.162	1	1	217	3	1	28	2196	0	0
2.163	1	1	217	4	1	28	2196	0	0
2.164	1	1	217	5	1	28	2196	0	0
2.165	1	1	217	6	1	28	2196	0	0
2.166	1	1	217	7	1	28	2196	0	0
2.167	1	1	217	8	1	28	2196	0	0
2.168	1	1	217	9	1	28	2196	0	0
2.169	1	1	217	10	1	28	2196	0	0
2.17	1	1	218	1	1	28	2196	0	0
2.171	1	1	218	2	1	28	2196	0	0
2.172	1	1	218	3	1	28	2196	0	0
2.173	1	1	218	4	1	28	2196	0	0
2.174	1	1	218	5	1	28	2196	0	0
2.175	1	1	218	6	1	28	2196	0	0
2.176	1	1	218	7	1	28	2196	0	0
2.177	1	1	218	8	1	28	2196	0	0
2.178	1	1	218	9	1	28	2196	0	0
2.179	1	1	218	10	1	28	2196	0	0
2.18	1	1	219	1	1	28	2196	0	0
2.181	1	1	219	2	1	28	2196	0	0
2.182	1	1	219	3	1	28	2196	0	0
2.183	1	1	219	4	1	28	2196	0	0
2.184	1	1	219	5	1	28	2196	0	0
2.185	1	1	219	6	1	28	2196	0	0
2.186	1	1	219	7	1	28	2196	0	0
2.187	1	1	219	8	1	28	2196	0	0
2.188	1	1	219	9	1	28	2196	0	0
2.189	1	1	219	10	1	28	2196	0	0
2.19	1	1	220	1	1	28	2196	0	0
2.191	1	1	220	2	1	28	2196	0	0
2.192	1	1	220	3	1	28	2196	0	0
2.193	1	1	220	4	1	28	2196	0	0
2.194	1	1	220	5	1	28	2196	0	0
2.195	1	1	220	6	1	28	2196	0	0
2.196	1	1	220	7	1	28	2196	0	0
2.197	1	1	220	8	1	28	2196	0	0
2.198	1	1	220	9	1	28	2196	0	0
2.199	1	1	220	10	1	28	2196	0	0
2.2	1	1	221	1	1	28	2196	0	0
2.201	1	1	221	2	1	28	2196	0	0
2.202	1	1	221	3	1	28	2196	0	0
2.203	1	1	221	4	1	28	2196	0	0
2.204	1	1	221	5	1	28	2196	0	0
2.205	1	1	221	6	1	28	2196	0	0
2.206	1	1	221	7	1	28	2196	0	0
2.207	1	1	221	8	1	28	2196	0	0
2.208	1	1	221	9	1	28	2196	0	0
2.209	1	1	221	10	1	28	2196	0	0
2.21	1	1	222	1	1	28	2196	0	0
2.211	1	1	222	2	1	28	2196	0	0
2.212	1	1	222	3	1	28	2196	0	0
2.213	1	1	222	4	1	28	2196	0	0
2.214	1	1	222	5	1	28	2196	0	0
2.215	1	1	222	6	1	28	2196	0	0
2.216	1	1	222	7	1	28	2196	0	0
2.217	1	1	222	8	1	28	2196	0	0
2.218	1	1	222	9	1	28	2196	0	0
2.219	1	1	222	10	1	28	2196	0	0
2.22	1	1	223	1	1	28	2196	0	0
2.221	1	1	223	2	1	28	2196	0	0
2.222	1	1	223	3	1	28	2196	0	0
2.223	1	1	223	4	1	28	2196	0	0
2.224	1	1	223	5	1	28	2196	0	0
2.225	1	1	223	6	1	28	2196	0	0
2.226	1	1	223	7	1	28	2196	0	0
2.227	1	1	223	8	1	28	2196	0	0
2.228	1	1	223	9	1	28	2196	0	0
2.229	1	1	223	10	1	28	2196	0	0
2.23	1	1	224	1	1	28	2196	0	0
2.231	1	1	224	2	1	28	2196	0	0
2.232	1	1	224	3	1	28	2196	0	0
2.233	1	1	224	4	1	28	2196	0	0
2.234	1	1	224	5	1	28	2196	0	0
2.235	1	1	224	6	1	28	2196	0	0
2.236	1	1	224	7	1	28	2196	0	0
2.237	1	1	224	8	1	28	2196	0	0
2.238	1	1	224	9	1	28	2196	0	0
2.239	1	1	224	10	1	28	2196	0	0
2.24	1	1	225	1	1	28	2196	0	0
2.241	1	1	225	2	1	28	2196	0	0
2.242	1	1	225	3	1	28	2196	0	0
2.243	1	1	225	4	1	28	2196	0	0
2.244	1	1	225	5	1	28	2196	0	0
2.245	1	1	225	6	1	28	2196	0	0
2.246	1	1	225	7	1	28	2196	0	0
2.247	1	1	225	8	1	28	2196	0	0
2.248	1	1	225	9	1	28	2196	0	0
2.249	1	1	225	10	1	28	2196	0	0
2.25	1	1	226	1	1	28	2196	0	0
2.251	1	1	226	2	1	28	2196	0	0
2.252	1	1	226	3	1	28	2196	0	0
2.253	1	1	226	4	1	28	2196	0	0
2.254	1	1	226	5	1	28	2196	0	0
2.255	1	1	226	6	1	28	2196	0	0
2.256	1	1	226	7	1	28	2196	0	0
2.257	1	1	226	8	1	28	2196	0	0
2.258	1	1	226	9	1	28	2196	0	0
2.259	1	1	226	10	1	28	2196	0	0
2.26	1	1	227	1	1	28	2196	0	0
2.261	1	1	227	2	1	28	2196	0	0
2.262	1	1	227	3	1	28	2196	0	0
2.263	1	1	227	4	1	28	2196	0	0
2.264	1	1	227	5	1	28	2196	0	0
2.265	1	1	227	6	1	28	2196	0	0
2.266	1	1	227	7	1	28	2196	0	0
2.267	1	1	227	8	1	28	2196	0	0
2.268	1	1	227	9	1	28	2196	0	0
2.269	1	1	227	10	1	28	2196	0	0
2.27	1	1	228	1	1	28	2196	0	0
2.271	1	1	228	2	1	28	2196	0	0
2.272	1	1	228	3	1	28	2196	0	0
2.273	1	1	228	4	1	28	2196	0	0
2.274	1	1	228	5	1	28	2196	0	0
2.275	1	1	228	6	1	28	2196	0	0
2.276	1	1	228	7	1	28	2196	0	0
2.277	1	1	228	8	1	28	2196	0	0
2.278	1	1	228	9	1	28	2196	0	0
2.279	1	1	228	10	1	28	2196	0	0
2.28	1	1	229	1	1	28	2196	0	0
2.281	1	1	229	2	1	28	2196	0	0
2.282	1	1	229	3	1	28	2196	0	0
2.283	1	1	229	4	1	28	2196	0	0
2.284	1	1	229	5	1	28	2196	0	0
2.285	1	1	229	6	1	28	2196	0	0
2.286	1	1	229	7	1	28	2196	0	0
2.287	1	1	229	8	1	28	2196	0	0
2.288	1	1	229	9	1	28	2196	0	0
2.289	1	1	229	10	1	28	2196	0	0
2.29	1	1	230	1	1	28	2196	0	0
2.291	1	1	230	2	1	28	2196	0	0
2.292	1	1	230	3	1	28	2196	0	0
2.293	1	1	230	4	1	28	2196	0	0
2.294	1	1	230	5	1	28	2196	0	0
2.295	1	1	230	6	1	28	2196	0	0
2.296	1	1	230	7	1	28	2196	0	0
2.297	1	1	230	8	1	28	2196	0	0
2.298	1	1	230	9	1	28	2196	0	0
2.299	1	1	230	10	1	28	2196	0	0
2.3	1	1	231	1	1	28	2196	0	0
2.301	1	1	231	2	1	28	2196	0	0
2.302	1	1	231	3	1	28	2196	0	0
2.303	1	1	231	4	1	28	2196	0	0
2.304	1	1	231	5	1	28	2196	0	0
2.305	1	1	231	6	1	28	2196	0	0
2.306	1	1	231	7	1	28	2196	0	0
2.307	1	1	231	8	1	28	2196	0	0
2.308	1	1	231	9	1	28	2196	0	0
2.309	1	1	231	10	1	28	2196	0	0
2.31	1	1	232	1	1	28	2196	0	0
2.311	1	1	232	2	1	28	2196	0	0
2.312	1	1	232	3	1	28	2196	0	0
2.313	1	1	232	4	1	28	2196	0	0
2.314	1	1	232	5	1	28	2196	0	0
2.315	1	1	232	6	1	28	2196	0	0
2.316	1	1	232	7	1	28	2196	0	0
2.317	1	1	232	8	1	28	2196	0	0
2.318	1	1	232	9	1	28	2196	0	0
2.319	1	1	232	10	1	28	2196	0	0
2.32	1	1	233	1	1	28	2196	0	0
2.321	1	1	233	2	1	28	2196	0	0
2.322	1	1	233	3	1	28	2196	0	0
2.323	1	1	233	4	1	28	2196	0	0
2.324	1	1	233	5	1	28	2196	0	0
2.325	1	1	233	6	1	28	2196	0	0
2.326	1	1	233	7	1	28	2196	0	0
2.327	1	1	233	8	1	28	2196	0	0
2.328	1	1	233	9	1	28	2196	0	0
2.329	1	1	233	10	1	28	2196	0	0
2.33	1	1	234	1	1	28	2196	0	0
2.331	1	1	234	2	1	28	2196	0	0
2.332	1	1	234	3	1	28	2196	0	0
2.333	1	1	234	4	1	28	2196	0	0
2.334	1	1	234	5	1	28	2196	0	0
2.335	1	1	234	6	1	28	2196	0	0
2.336	1	1	234	7	1	28	2196	0	0
2.337	1	1	234	8	1	28	2196	0	0
2.338	1	1	234	9	1	28	2196	0	0
2.339	1	1	234	10	1	28	2196	0	0
2.34	1	1	235	1	1	28	2196	0	0
2.341	1	1	235	2	1	28	2196	0	0
2.342	1	1	235	3	1	28	2196	0	0
2.343	1	1	235	4	1	28	2196	0	0
2.344	1	1	235	5	1	28	2196	0	0
2.345	1	1	235	6	1	28	2196	0	0
2.346	1	1	235	7	1	28	2196	0	0
2.347	1	1	235	8	1	28	2196	0	0
2.348	1	1	235	9	1	28	2196	0	0
2.349	1	1	235	10	1	28	2196	0	0
2.35	1	1	236	1	1	28	2196	0	0
2.351	1	1	236	2	1	28	2196	0	0
2.352	1	1	236	3	1	28	2196	0	0
2.353	1	1	236	4	1	28	2196	0	0
2.354	1	1	236	5	1	28	2196	0	0
2.355	1	1	236	6	1	28	2196	0	0
2.356	1	1	236	7	1	28	2196	0	0
2.357	1	1	236	8	1	28	2196	0	0
2.358	1	1	236	9	1	28	2196	0	0
2.359	1	1	236	10	1	28	2196	0	0
2.36	1	1	237	1	1	28	2196	0	0
2.361	1	1	237	2	1	28	2196	0	0
2.362	1	1	237	3	1	28	2196	0	0
2.363	1	1	237	4	1	28	2196	0	0
2.364	1	1	237	5	1	28	2196	0	0
2.365	1	1	237	6	1	28	2196	0	0
2.366	1	1	237	7	1	28	2196	0	0
2.367	1	1	237	8	1	28	2196	0	0
2.368	1	1	237	9	1	28	2196	0	0
2.369	1	1	237	10	1	28	2196	0	0
2.37	1	1	238	1	1	28	2196	0	0
2.371	1	1	238	2	1	28	2196	0	0
2.372	1	1	238	3	1	28	2196	0	0
2.373	1	1	238	4	1	28	2196	0	0
2.374	1	1	238	5	1	28	2196	0	0
2.375	1	1	238	6	1	28	2196	0	0
2.376	1	1	238	7	1	28	2196	0	0
2.377	1	1	238	8	1	28	2196	0	0
2.378	1	1	238	9	1	28	2196	0	0
2.379	1	1	238	10	1	28	2196	0	0
2.38	1	1	239	1	1	28	2196	0	0
2.381	1	1	239	2	1	28	2196	0	0
2.382	1	1	239	3	1	28	2196	0	0
2.383	1	1	239	4	1	28	2196	0	0
2.384	1	1	239	5	1	28	2196	0	0
2.385	1	1	239	6	1	28	2196	0	0
2.386	1	1	239	7	1	28	2196	0	0
2.387	1	1	239	8	1	28	2196	0	0
